"uid","domainID","siteID","plotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","nlcdClass","elevation","elevationUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF"
"CFBB8CE6844A4133A616141D95D746A0","D03","OSBS",,,,,,"woodyWetlands",,,"2013-07-15",1,"DIV.OSBS.2013.1","Y","GOLA","Gordonia lasianthus (L.) Ellis","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"72B408A5838B4B79A4E3CA3BCC4390D6","D03","OSBS",,,,,,"woodyWetlands",,,"2013-07-15",1,"DIV.OSBS.2013.1","Y","ACRU","Acer rubrum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"A45C60DB023C4421BE2222F372B2B446","D03","OSBS",,,,,,"woodyWetlands",,,"2013-07-15",1,"DIV.OSBS.2013.1","Y","PITA","Pinus taeda L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"48E8A4EEE6FF444BA4A747473FB3C667","D03","OSBS",,,,,,"woodyWetlands",,,"2013-07-15",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"red stem seedling","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3F7CCF32CC2A4C4DB780D1927AFFCF9A","D03","OSBS",,,,,,"woodyWetlands",,,"2013-07-15",1,"DIV.OSBS.2013.1","Y","ILCA","Ilex cassine L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"0982BA2684F24244A6FB504CA1763666","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CAGR25","Callisia graminea (Small) G. Tucker","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"A43E74D907E740D4AEAFE0F08B3B198E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Possibly Three Peddle White Flower","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"08104D80FC3141BB8240CD03B1BB6F69","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","ARSE3","Aristolochia serpentaria L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"65FC92E316D6418B9974D27F6EBC4957","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CYPERA","Cyperaceae sp.","family",,"Sedge","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"F44CA10622F04E269502E151E78E4DED","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","DOIN2","Doellingeria infirma (Michx.) Greene","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"0A4AAEC98879439389D2AAC115F74FEF","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","PICIC","Piriqueta cistoides (L.) Griseb. ssp. caroliniana (Walter) Arbo","subspecies",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"636570A8D8084043B059CC7DDB222BF0","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","ERTO2","Eriogonum tomentosum Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"81E3FFAB477C4487838C81FEC077658A","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","TRUR","Tragia urens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"A3DFA52D4BDB4931879682CD4EF7EA62","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"6B3B713319C649829C09D51EE0BBC02B","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","GAVO","Galactia volubilis (L.) Britton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"E27FA2908E8D4C818BD13B1161F19D9F","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","ANDRO2","Andropogon sp.","genus",,"Purple Tip Hairy Andropogon","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"F14F20FB9C284077BC4D3D77A0253541","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","SOSE","Solidago sempervirens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3826F497D5CA416BA9E8983A1C3212BC","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","PASE5","Paspalum setaceum Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"1B9CB029313E478685FD8DB71BF6A84E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","ASIN12","Asimina incana (W. Bartram) Exell","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"C1DF3D49BB7D4422A4C06265C80C6967","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CNURS","Cnidoscolus urens (L.) Arthur var. stimulosus (Michx.) Govaerts","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"88FA60851CFE499DBEA54A1CA46AB82E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","GAFL3","Galactia floridana Torr. & A. Gray","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"7852045584294B838DF5752DFCBED467","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","STPAA","Stylisma patens (Desr.) Myint ssp. angustifolia (Nash) Myint","subspecies",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"F1884120386444E2B403217C82E0A5FE","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","SMAU","Smilax auriculata Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"FBF5EA823F6142B1A71E11E73E4458C3","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","PIEL","Pinus elliottii Engelm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"6E4400303EB94DF7A3920C649EC56BAA","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","COER","Commelina erecta L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"77BB9DC824C340FAAE41B8660C9B3584","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CRPU5","Crotalaria purshii DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B0C05EBE31F243DFA44B349B22F37BF9","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","HOPR","Houstonia procumbens (Walter ex J.F. Gmel.) Standl.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"52486E2DF4544DB7A4C98954F29B0D78","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","LIPA8","Liatris pauciflora Pursh","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3AE7641E9AB3481A883A5D00706C0181","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CHFL2","Chapmannia floridana Torr. & A. Gray","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"EB85D491A136414F83E9D7024A1A6AB5","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","LYPR3","Lycopodiella prostrata (Harper) Cranfill","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B67DADFBF3BF41E99DEFF9C3E9BCAF57","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","DIDI6","Dichanthelium dichotomum (L.) Gould","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"ADAFD70FFDA04CB58AD8BAC0B503B89B","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","SCMU4","Scutellaria multiglandulosa (Kearney) Small ex Harper","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"9FE99218D5DD4B05BE2F4558C2450374","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CYFI4","Cyperus filiformis Sw.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3661C4D56A7B4B9D816E31A217426062","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CRAR2","Croton argyranthemus Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"81FD00CF487C487EA65D33D56AAA2A20","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","PIGR4","Pityopsis graminifolia (Michx.) Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"6D969C1FBEF34249B126393D2918E46F","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Invasive Palmetto","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"5B49B67BDB7B406DB1DEDA47FDB97F80","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","MUCA2","Muhlenbergia capillaris (Lam.) Trin.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"661CD34ADD764CAD8BFD49B7A937F35B","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","VEAN","Vernonia angustifolia Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"865771CA242F4B30A763209327DD97C7","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species","cf. genus",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"DCAF95F202BA4CF2949C575959CC957A","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","ASINI2","Astranthium integrifolium (Michx.) Nutt. ssp. integrifolium","subspecies",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B3489F945EC24ACAB1DCB3B12AF3C148","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3FFEF06085394AAC99013C94EACC8169","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","STSY","Stillingia sylvatica L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"656EDB69DA1141EF847E34935A61967E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CYPERA","Cyperaceae sp.","family",,"Mike's Sedge","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"67F08287E79144908721884E09429BB5","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","LITE6","Liatris tenuifolia Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"1F74E5A1217148798DDBC5BF2628C1F8","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CRFL2","Crataegus flava Aiton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"34C0E892946D4E62BDC8C55E48484B55","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","GAER","Galactia erecta (Walter) Vail","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"620AC6083FB045EE9AF4A45525AF1C1C","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CRRO5","Crotalaria rotundifolia Walter ex J.F. Gmel.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3E0E4BB0820A434FB565D2A577743BEC","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"1A550D68E59B4472A0FDDE3514840D42","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","DYOB","Dyschoriste oblongifolia (Michx.) Kuntze","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"0A54D799E20A4C67B302338F30A22400","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","TECH","Tephrosia chrysophylla Pursh","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"4EEBF682C336448D9274878D91303608","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","DIST5","Dichanthelium strigosum (Muhl. ex Elliott) Freckmann","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"E8DD3EE1B4FB443DA311F698369AC11E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","LYAP3","Lygodesmia aphylla (Nutt.) DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"24B87BF956F746CD8C70C184C27AB5F3","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CYRE5","Cyperus retrorsus Chapm.","species",,"Sand Spur Sedge","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"232C5B0AAF66461C9501178429252708","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","DIOV","Dichanthelium ovale (Elliott) Gould & C.A. Clark","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"222170CEF4D448E6A2B8E6BF56F8F07C","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Unknown Andropogon","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"718C1904B775450CA7F7A93D1911D12E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","PIPA2","Pinus palustris Mill.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"BFF433F2245B4229992534815223C1E6","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","SCCI","Scleria ciliata Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"D3BCF3A3871849F798D31384045385B0","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-16",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"A80479FCE418434EB26F811E4E545FC7","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","HYPER","Hypericum sp.","genus",,"SYCO - Orange Stem","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"E30D9D4A91534F9991F90D233542E271","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","PIPA2","Pinus palustris Mill.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"8CC642F1CDC94C9EAFA272C935D244CE","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","SCCI","Scleria ciliata Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"4D5BBDCBF1B9452B9ECA80DA4F86D06D","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ARFL2","Arnoglossum floridanum (A. Gray) H. Rob.","species",,"Giant Cabbage plant","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"FB0B0DAFE9604D7AB67D012CAD5E208D","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"321C5964A0194D83994238B430EF5732","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","HYPER","Hypericum sp.","genus",,"Orange stem","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"46BA9A8818CC4BFE84F9414997D4D64E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DIST5","Dichanthelium strigosum (Muhl. ex Elliott) Freckmann","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"9518A3171FFE414AA9215F7B3D8424BB","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","LIATR","Liatris sp.","genus","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"E5A2B6ACE4FA4B84BAE0C140284AF5D8","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","QUGE2","Quercus geminata Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"DCB786A70B08400CB8AF230DD3921923","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DIAC2","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"04590EFD4BD749A5B6E93322072BB367","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DIOV","Dichanthelium ovale (Elliott) Gould & C.A. Clark","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"E3F262ADF32044D5A3433063028C8D8C","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","RHYNC3","Rhynchospora sp.","genus",,"Flowering beak sedge","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"EA9BA599B871426887B5F5DA39550BDF","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","GAER","Galactia erecta (Walter) Vail","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"487AC05332994F0FA1AA4D960F9F9D31","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Purple Node Grass","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"13CC1209E8BC4EBB91573BE4DDBC5AFA","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ERTO2","Eriogonum tomentosum Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"86BAED9852FF48C99131B2CE235CFB4A","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","TRUR","Tragia urens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"A8F489ABA9004497A6C859C824431670","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DYOB","Dyschoriste oblongifolia (Michx.) Kuntze","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"CAF635AD0E054F47BBD18EBC45A03FBA","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","CRPU5","Crotalaria purshii DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"EAD28818004747E3842E033CA9CADB32","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ASINI2","Astranthium integrifolium (Michx.) Nutt. ssp. integrifolium","subspecies",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"12C9356B48364677B6FCBAD727C10C91","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"9CBF1025BC9947788ABD838A5E2174CA","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ERAQ","Eryngium aquaticum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"DA449881803C489D94272C3DCD59EA57","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","SOLID","Solidago sp.","genus",,"solidago","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"ED7E2A651B50423C82075A441339DB03","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","CRAR2","Croton argyranthemus Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"73BC6B1E20764327BFBB7E3188988C0D","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DIAC","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"8E43BE493A7549C89ED34CAF5816E3E7","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","SCIN2","Scutellaria integrifolia L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"8280C88D16EB44378F93F4AFE4E59561","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"sand paper","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B1A0B5817FB149A292666561361A45DC","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DEVI4","Desmodium viridiflorum (L.) DC.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"629B0A366973443CBFE9E4E24D2C85A4","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","SOSE","Solidago sempervirens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"C3D39FA3A33C49EC91B8A4E9C96D85EB","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","RUCAC","Ruellia caroliniensis (J.F. Gmel.) Steud. ssp. ciliosa (Pursh) R.W. Long","subspecies",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"35853C465AEA4BECB23A2F59A639078B","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DIDI6","Dichanthelium dichotomum (L.) Gould","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
