"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","percentCover","heightPlantOver300cm","heightPlantSpecies","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","duplicateTaxonIDBoutPer1m2QF","missingRecords1m2QF"
"8E771F8E7848494AA13D2AB0ACD0248B","D03","OSBS",,"40.3.1",29.686686,-81.983104,"WGS84",0.3,"2013-07-16",1,"DIV.OSBS.2013.1","Y","COER","Commelina erecta L.","species",,,0.5,"N",5.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"5707EDAB68BE42E5B3DF71026CC785CB","D03","OSBS",,"40.3.1",29.686686,-81.983104,"WGS84",0.3,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CHFL2","Chapmannia floridana Torr. & A. Gray","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"245D51BD33DC43F98684A6A870696409","D03","OSBS",,"40.3.1",29.686686,-81.983104,"WGS84",0.3,"2013-07-16",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,0.5,"N",23.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"532EB6B55E8F4F01A1F160631F6A5D9E","D03","OSBS",,"40.3.1",29.686686,-81.983104,"WGS84",0.3,"2013-07-16",1,"DIV.OSBS.2013.1","Y","DIOV","Dichanthelium ovale (Elliott) Gould & C.A. Clark","species",,,0.5,"N",21.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"1479D44156EB4C8CA1631BEB0150B33F","D03","OSBS",,"40.3.1",29.686686,-81.983104,"WGS84",0.3,"2013-07-16",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,0.5,"N",84.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"19A37D0745C64D898748A7AE82C8078C","D03","OSBS",,"41.1.1",29.686614,-81.982995,"WGS84",0.4,"2013-07-16",1,"DIV.OSBS.2013.1","Y","TRUR","Tragia urens L.","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"8ECCBB3DBE1A4B3280ED4AF008598C0D","D03","OSBS",,"41.1.1",29.686614,-81.982995,"WGS84",0.4,"2013-07-16",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,1,"N",47.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"1E354D1BCC694CF6BE448A87A0F44581","D03","OSBS",,"41.1.1",29.686614,-81.982995,"WGS84",0.4,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CAGR25","Callisia graminea (Small) G. Tucker","species",,,0.5,"N",14.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"3536960AFC0849759FDFB92C3B802D57","D03","OSBS",,"41.1.1",29.686614,-81.982995,"WGS84",0.4,"2013-07-16",1,"DIV.OSBS.2013.1","Y","DIOV","Dichanthelium ovale (Elliott) Gould & C.A. Clark","species",,,0.5,"N",15.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"B567DB43209649339F1A23D44ACDDE13","D03","OSBS",,"41.1.1",29.686614,-81.982995,"WGS84",0.4,"2013-07-16",1,"DIV.OSBS.2013.1","Y","ERTO2","Eriogonum tomentosum Michx.","species",,,1,"N",6.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"0BC87E6857BA43A8AEE232B0E2DF99E3","D03","OSBS",,"41.4.1",29.686691,-81.982902,"WGS84",0.4,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CHFL2","Chapmannia floridana Torr. & A. Gray","species",,,0.5,"N",14.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"1868C539B0B64F02AED7ECE465167460","D03","OSBS",,"41.4.1",29.686691,-81.982902,"WGS84",0.4,"2013-07-16",1,"DIV.OSBS.2013.1","Y","GAVO","Galactia volubilis (L.) Britton","species",,,0.5,"N",7.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"38ED28B6F5774CF3B7E15D5A7A02D345","D03","OSBS",,"41.1.1",29.686614,-81.982995,"WGS84",0.4,"2013-07-16",1,"DIV.OSBS.2013.1","Y","CHFL2","Chapmannia floridana Torr. & A. Gray","species",,,2,"N",34.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Sw6eGPnkCvUWUi7wJRutQBTl3KUSHMBY",,,,0,0
"BC47887C65214A5EA53150CBD02B7A47","D03","OSBS",,"41.4.1",29.684172,-81.959018,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","QUGE2","Quercus geminata Small","species",,,1,"N",33.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"E6253F515D5744BFAA5380B4A359C8D3","D03","OSBS",,"41.4.1",29.684172,-81.959018,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","RHCI3","Rhynchosia cinerea Nash","species",,,0.5,"N",3.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"B18FE3785B7E4687AE50544E7F37E2C7","D03","OSBS",,"41.4.1",29.684172,-81.959018,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DYOB","Dyschoriste oblongifolia (Michx.) Kuntze","species",,,0.5,"N",7.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"A38430A07A6A45F7B9B7C39A9BABE7DD","D03","OSBS",,"41.1.1",29.684078,-81.959103,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Purple Node Grass",0.5,"N",32.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"04B546027CC9409BBCF83BFA70A87CA5","D03","OSBS",,"41.1.1",29.684078,-81.959103,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","CRAR2","Croton argyranthemus Michx.","species",,,0.5,"N",6.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"C61A22124E62496284182A2730716003","D03","OSBS",,"41.1.1",29.684078,-81.959103,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","CRRO5","Crotalaria rotundifolia Walter ex J.F. Gmel.","species",,,0.5,"N",9.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"DF983D6A23314C4B8463AB69C5378B46","D03","OSBS",,"41.4.1",29.684172,-81.959018,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","VAMY3","Vaccinium myrsinites Lam.","species",,,1,"N",31.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"46016A5855504BD5A6FD819DF636BA63","D03","OSBS",,"40.3.1",29.684170,-81.959197,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","GAVO","Galactia volubilis (L.) Britton","species",,,0.5,"N",8.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"E86103655ECB43D19138D18026E796E8","D03","OSBS",,"41.1.1",29.684078,-81.959103,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","RHCI3","Rhynchosia cinerea Nash","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"8291FC01B4E346D197C7F9FE5E7FE7E4","D03","OSBS",,"41.1.1",29.684078,-81.959103,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","QUGE2","Quercus geminata Small","species",,,12,"N",55.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"8BE4BB6D94D6410ABCC88EF14679059E","D03","OSBS",,"40.1.1",29.684088,-81.959196,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"sand paper",0.5,"N",10.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"13A16CE3541F49899A0C2DE8DFE585CF","D03","OSBS",,"40.3.1",29.684170,-81.959197,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","HYPER","Hypericum sp.","genus",,"SYCO - Orange Stem",0.5,"N",7.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"89230AF0F9444022A8CDF9A58C831F50","D03","OSBS",,"40.3.1",29.684170,-81.959197,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","VEAN","Vernonia angustifolia Michx.","species",,,0.5,"N",11.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"D0D0D85E7FE749EA833FDD296C32FC0E","D03","OSBS",,"32.4.1",29.684079,-81.959004,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,3,"N",31.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"D90EE3470C33436AB77B06FF7AF8EFFC","D03","OSBS",,"40.1.1",29.684088,-81.959196,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","MUCA2","Muhlenbergia capillaris (Lam.) Trin.","species",,,0.5,"N",22.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"17E4F9CE97FB4941B6F400D3A96E649D","D03","OSBS",,"40.1.1",29.684088,-81.959196,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DISP2","Dichanthelium sphaerocarpon (Elliott) Gould","species",,,0.5,"N",5.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"E6F832C59A034A51A7DD92A00E7C49E8","D03","OSBS",,"32.2.1",29.683997,-81.959003,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,1,"N",10.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"6200754ABCFD46EB926B076C21E844E4","D03","OSBS",,"32.2.1",29.683997,-81.959003,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,0.5,"N",19.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"0C16059FF50448449197456BECCFDB35","D03","OSBS",,"32.4.1",29.684079,-81.959004,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","CRAR2","Croton argyranthemus Michx.","species",,,1,"N",28.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"B70A2BF119EB432C935208D0A64DB820","D03","OSBS",,"32.4.1",29.684079,-81.959004,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DIAC","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","species",,,1,"N",26.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"29B0CD1EC7744972A8BE05C1AD011455","D03","OSBS",,"31.4.1",29.684069,-81.959113,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","GAER","Galactia erecta (Walter) Vail","species",,,0.5,"N",11.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"3351AA1896564FB7B04161388E80D808","D03","OSBS",,"32.2.1",29.683997,-81.959003,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","QUGE2","Quercus geminata Small","species",,,2,"N",41.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"B96EFD91832147338218ACCA9FCDC778","D03","OSBS",,"32.2.1",29.683997,-81.959003,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","MUCA2","Muhlenbergia capillaris (Lam.) Trin.","species",,,0.5,"N",20.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"610743CFFA1D456C8FDC05D33F6501B6","D03","OSBS",,"31.4.1",29.684069,-81.959113,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","CRAR2","Croton argyranthemus Michx.","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"41C7740FA0B7481BA410B893419B1191","D03","OSBS",,"31.4.1",29.684069,-81.959113,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","STCA6","Stylodon carneus (Medik.) Moldenke","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"A9E1F91EB57A4C8BBC574870035435F6","D03","OSBS",,"31.4.1",29.684069,-81.959113,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","VEAN","Vernonia angustifolia Michx.","species",,,0.5,"N",33.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"7C6E3649507B416E9CCD33819CC2CC4A","D03","OSBS",,"31.4.1",29.684069,-81.959113,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","TRUR","Tragia urens L.","species",,,0.5,"N",7.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"06184F4882A94F9DB343D984C8EB56D9","D03","OSBS",,"31.1.1",29.683973,-81.959200,"WGS84",0.6,"2013-07-18",1,"DIV.OSBS.2013.1","Y","PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,0.5,"N",22.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"A14E8A61F50349BF87211E58C304B073","D03","OSBS",,"31.1.1",29.683973,-81.959200,"WGS84",0.6,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ASAN6","Asimina angustifolia Raf.","species",,,0.5,"N",20.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"073DE747918241E6981FE572CB31FD35","D03","OSBS",,"31.1.1",29.683973,-81.959200,"WGS84",0.6,"2013-07-18",1,"DIV.OSBS.2013.1","Y","QUGE2","Quercus geminata Small","species",,,5,"N",99.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"98F05A27A5DD4C3792F56224E9C29322","D03","OSBS",,"31.1.1",29.683973,-81.959200,"WGS84",0.6,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ASIN12","Asimina incana (W. Bartram) Exell","species",,,0.5,"N",47.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"5176206F448D4D3F8C9528D0EE3E05A1","D03","OSBS",,"41.4.1",29.684172,-81.959018,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","GAVO","Galactia volubilis (L.) Britton","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"9E4E90F92B5E436EA2957A4CD5F52DEE","D03","OSBS",,"41.4.1",29.684172,-81.959018,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","PIPA2","Pinus palustris Mill.","species",,,98,"Y",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"D90EBB897B0F4F13B02F4D4CB5C0C4C3","D03","OSBS",,"41.4.1",29.684172,-81.959018,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,3,"N",33.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"B9C06BB035F245559C769F2CFF06B7A9","D03","OSBS",,"41.4.1",29.684172,-81.959018,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","SOLID","Solidago sp.","genus",,"solidago",0.5,"N",32.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"09D6657CAF834AD1918AF103B8784E11","D03","OSBS",,"41.1.1",29.684078,-81.959103,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","SOLID","Solidago sp.","genus",,"solidago",0.5,"N",31.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"270097E8A3014FDD9FBF352E2E8790CC","D03","OSBS",,"41.1.1",29.684078,-81.959103,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DIOV","Dichanthelium ovale (Elliott) Gould & C.A. Clark","species",,,0.5,"N",1.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"970FE33E13D94EEDA50AA9A8A87C7C8D","D03","OSBS",,"41.1.1",29.684078,-81.959103,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","RHRE","Rhynchosia reniformis DC.","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"82766A0139AB456680C9121DE0F91E74","D03","OSBS",,"40.1.1",29.684088,-81.959196,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","PICIC","Piriqueta cistoides (L.) Griseb. ssp. caroliniana (Walter) Arbo","subspecies",,,0.5,"N",11.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"27761F8D11EA42768CBF7D627C779F97","D03","OSBS",,"40.3.1",29.684170,-81.959197,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","QUGE2","Quercus geminata Small","species",,,10,"N",33.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"2EA167E0B1974065BD41E1FF55DE780F","D03","OSBS",,"40.3.1",29.684170,-81.959197,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DYOB","Dyschoriste oblongifolia (Michx.) Kuntze","species",,,0.5,"N",13.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"24E40BD09DC44AF5B2B02F394F7D90E7","D03","OSBS",,"41.1.1",29.684078,-81.959103,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ERTO2","Eriogonum tomentosum Michx.","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"164A960773804952A81769E2C802E56A","D03","OSBS",,"32.4.1",29.684079,-81.959004,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","PIGR4","Pityopsis graminifolia (Michx.) Nutt.","species",,,0.5,"N",31.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"A9B9742AAB9A47589DCECAF45B1FCA7B","D03","OSBS",,"40.1.1",29.684088,-81.959196,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,4,"N",15.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"77887DEEDD744A65AEC085663F0768D9","D03","OSBS",,"40.1.1",29.684088,-81.959196,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","QUGE2","Quercus geminata Small","species",,,3,"N",43.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"A5022664401742C89418633DD89EFEC9","D03","OSBS",,"32.2.1",29.683997,-81.959003,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","PIGR4","Pityopsis graminifolia (Michx.) Nutt.","species",,,0.5,"N",41.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"783DFAA6619842D7809B7B724B10C611","D03","OSBS",,"32.4.1",29.684079,-81.959004,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","GAVO","Galactia volubilis (L.) Britton","species",,,1,"N",13.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"D36CF70E472E45F390E63F8C1419347A","D03","OSBS",,"32.4.1",29.684079,-81.959004,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","DYOB","Dyschoriste oblongifolia (Michx.) Kuntze","species",,,0.5,"N",9.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"ABC9E5B59DB8476698E56B7C56332552","D03","OSBS",,"32.4.1",29.684079,-81.959004,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","VEAN","Vernonia angustifolia Michx.","species",,,1,"N",13.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"F91FD5317C1D40B8AA7CCF63B343EBAF","D03","OSBS",,"31.4.1",29.684069,-81.959113,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","QUGE2","Quercus geminata Small","species",,,6,"N",57.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"3C5EE51AC2E443988A00C0C3976BE447","D03","OSBS",,"32.2.1",29.683997,-81.959003,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","GAVO","Galactia volubilis (L.) Britton","species",,,0.5,"N",10.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
"57B74C91820F4AF0B663AF0D2F5AF429","D03","OSBS",,"32.2.1",29.683997,-81.959003,"WGS84",0.5,"2013-07-18",1,"DIV.OSBS.2013.1","Y","ASAN6","Asimina angustifolia Raf.","species",,,2,"N",29.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0
