"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","otherVariablesPresent","otherVariables","percentCover","samplingProtocol","measuredBy","recordedBy","remarks","duplicateVariablesBout1m2QF"
"8919CB80F4214DDCBC4F7BECBC50090F","D03","OSBS",,"32.2.1",29.682304,-81.967353,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","soil",4,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"D34A407BBE044325BBC6DEBD6D5053AB","D03","OSBS",,"41.4.1",29.682482,-81.967353,"WGS84",0.4,"2013-08-22",1,"DIV.OSBS.2013.1","Y","litter",95,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"10C5DB101C2D47528FF2CC7039E1ECDB","D03","OSBS",,"32.2.1",29.682304,-81.967353,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","lichen",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"1B9A4DD9A173464985613E8AE5BEDEFF","D03","OSBS",,"31.1.1",29.682305,-81.967546,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","overstory",30,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"155C7EBE15394607AA18EEF419E4CEC7","D03","OSBS",,"31.1.1",29.682305,-81.967546,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","litter",50,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"3F2177537833467EBFEC017E5CC61B18","D03","OSBS",,"32.4.1",29.682386,-81.967354,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","lichen",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"C4C71F4FD8884C39A3EDEAAEA4B12A2D","D03","OSBS",,"31.1.1",29.682305,-81.967546,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","lichen",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"E174E5FA644F4435B0FFDDBEE194B23A","D03","OSBS",,"31.4.1",29.682388,-81.967449,"WGS84",0.7,"2013-08-22",1,"DIV.OSBS.2013.1","Y","wood",8,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"4642B89250554639AB1CC73E75A86650","D03","OSBS",,"32.2.1",29.682304,-81.967353,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","moss",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"46B2F3DEF6224433A0048ADC1C8F60D0","D03","OSBS",,"32.4.1",29.682386,-81.967354,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","overstory",98,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"18494C6237C949E8A89B15B96D7E334D","D03","OSBS",,"32.4.1",29.682386,-81.967354,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","litter",96,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"0862B54F26BA4841B1B16B4A8324A1E6","D03","OSBS",,"40.1.1",29.682392,-81.967546,"WGS84",0.4,"2013-08-22",1,"DIV.OSBS.2013.1","Y","wood",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"B61FFA7C69E347C5A4E8286569187124","D03","OSBS",,"41.1.1",29.682397,-81.967439,"WGS84",0.7,"2013-08-22",1,"DIV.OSBS.2013.1","Y","lichen",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"19623C58F31E4F00B924681FE28FDD97","D03","OSBS",,"41.4.1",29.682482,-81.967353,"WGS84",0.4,"2013-08-22",1,"DIV.OSBS.2013.1","Y","lichen",1,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"133564A33A6F45458B4EEF2C8A1FFEC4","D03","OSBS",,"31.1.1",29.682305,-81.967546,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","wood",3,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"C5CD2EC366B9476B867C9DDC225E8571","D03","OSBS",,"40.1.1",29.682392,-81.967546,"WGS84",0.4,"2013-08-22",1,"DIV.OSBS.2013.1","Y","litter",97,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"947161D98F594100815D90B0E4866959","D03","OSBS",,"41.1.1",29.682397,-81.967439,"WGS84",0.7,"2013-08-22",1,"DIV.OSBS.2013.1","Y","overstory",60,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"A188B3CEF83A44AE9C734C763CE54A31","D03","OSBS",,"31.4.1",29.682388,-81.967449,"WGS84",0.7,"2013-08-22",1,"DIV.OSBS.2013.1","Y","litter",89,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"BCC7088E7E4D43AB9DE0D87D70371B96","D03","OSBS",,"32.2.1",29.682304,-81.967353,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","overstory",85,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"66E540C7D4534441BC8D6FE590068AB8","D03","OSBS",,"41.4.1",29.682482,-81.967353,"WGS84",0.4,"2013-08-22",1,"DIV.OSBS.2013.1","Y","wood",6,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"D276C053E4974513BBA2C3B697AE2E36","D03","OSBS",,"32.2.1",29.682304,-81.967353,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","litter",90,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"E27AB1CC01D647138E215C8CFB467F88","D03","OSBS",,"32.2.1",29.682304,-81.967353,"WGS84",0.5,"2013-08-22",1,"DIV.OSBS.2013.1","Y","wood",3,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0
"1B861354703448A5A22E4F757688EF43","D03","OSBS",,"31.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","moss",2,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"FBA668D94CC54D408A65AE4CFC864739","D03","OSBS",,"31.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","standingDead",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"DFD7D26573EC4E00B614B4D875257C9B","D03","OSBS",,"31.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","overstory",97,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"2029929801DE406EBE1C2F8F2B85296D","D03","OSBS",,"31.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","litter",70,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"0AC78B810D994BDF88DF1618BE2AA3D9","D03","OSBS",,"31.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","wood",10,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"93756EA444A14859BF75EA7A482F5621","D03","OSBS",,"31.4.1",29.702913,-82.008891,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","lichen",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"BC46FEE743F74093A7BD6DBDB1389139","D03","OSBS",,"31.4.1",29.702913,-82.008891,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","wood",21,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"A5A7CAECA69C46EA9FB29DFB60298A74","D03","OSBS",,"31.4.1",29.702913,-82.008891,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","litter",66,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"239C4A79DDC248F8BF59CCC8A6EE9A8D","D03","OSBS",,"31.4.1",29.702913,-82.008891,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","overstory",90,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"67D281ABABE343D1A3B275CDFC9A2EE7","D03","OSBS",,"31.4.1",29.702913,-82.008891,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","scat",1,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"EE1A57B2DC2A46E6871C3FDFA838347A","D03","OSBS",,"32.2.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","lichen",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"E130457448E74A4E861E13FFBF6EAB47","D03","OSBS",,"32.2.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","overstory",98,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"1C073BFE92534BE398D8484A61626402","D03","OSBS",,"32.2.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","wood",2,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"69020ED86E88443AB66FE90F216F571E","D03","OSBS",,"32.2.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","litter",95,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"D287B7C25658431CAB8BCC3AB552DA27","D03","OSBS",,"32.2.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","moss",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"75FDDD21E9F44B79A9C0171461FD91B8","D03","OSBS",,"32.4.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","wood",5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"629505556D4D44CCBBDF5C376A54EC23","D03","OSBS",,"32.4.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","lichen",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"2FDB05BDC07745078C78CC2D2227E8C9","D03","OSBS",,"32.4.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","moss",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"EB1E8D21BEDF4C488741AB98FDBF1452","D03","OSBS",,"32.4.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","overstory",98,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"A381645A0B6D4DFEAAE95A6B783A690E","D03","OSBS",,"32.4.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","litter",94,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"ECDD68E25C65456FB0EF68F2B62BC508","D03","OSBS",,"40.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","moss",3,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"6E81B94229164570939B9D444D5BA083","D03","OSBS",,"40.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","standingDead",2,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"B2A3E82DCB3F483880A3112AE88E0846","D03","OSBS",,"40.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","wood",4,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"64003EDA54DB428498B3C6F548610A3C","D03","OSBS",,"40.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","overstory",95,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"E962A976933F4217911728C2C2DAB80C","D03","OSBS",,"40.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","litter",94,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"9FEBE4CB76384A089B0D02439B152AF9","D03","OSBS",,"40.3.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","litter",98,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"715768A739884BD98F57DDCA3AAEC7D7","D03","OSBS",,"40.3.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","wood",2,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"D89BA8FA167D458A8511E6BD0FC27C3B","D03","OSBS",,"40.3.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","overstory",82,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"AD92D79F21424538A189623380F66DF9","D03","OSBS",,"41.1.1",29.702923,-82.008881,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","wood",8,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"92DEC9EB6E054FB4A07B33C85E51BF15","D03","OSBS",,"41.1.1",29.702923,-82.008881,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","overstory",84,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"1D6938EFCEFF4312950418B206A14B2A","D03","OSBS",,"41.1.1",29.702923,-82.008881,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","lichen",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"DDA470948BDD43B8A6A387B61BB49533","D03","OSBS",,"41.1.1",29.702923,-82.008881,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","litter",92,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"B4662236DD014DFDBEB02A8A2E5CA1AD","D03","OSBS",,"41.1.1",29.702923,-82.008881,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","moss",1,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"96C7DFFFEB194E0F9F78FAA852BF4E78","D03","OSBS",,"41.4.1",29.702994,-82.008782,"WGS84",0.4,"2014-03-31",1,"DIV.OSBS.2014.1","Y","litter",98,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"70A6D2B57EFA4C9B9E386E17D2916076","D03","OSBS",,"41.4.1",29.702994,-82.008782,"WGS84",0.4,"2014-03-31",1,"DIV.OSBS.2014.1","Y","wood",4,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"A1A34F9394D2485C8B8835115614E447","D03","OSBS",,"41.4.1",29.702994,-82.008782,"WGS84",0.4,"2014-03-31",1,"DIV.OSBS.2014.1","Y","moss",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"89024B13C50C4CDEA775DDF9FD10E640","D03","OSBS",,"41.4.1",29.702994,-82.008782,"WGS84",0.4,"2014-03-31",1,"DIV.OSBS.2014.1","Y","overstory",95,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"F8ECEF9FD24A44ACB57E2411637C7E69","D03","OSBS",,"41.4.1",29.702994,-82.008782,"WGS84",0.4,"2014-03-31",1,"DIV.OSBS.2014.1","Y","standingDead",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,0
"B40C0B97AE9843739280029995BAEFE3","D03","OSBS",,"40.3.1",29.722687,-81.985619,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","standingDead",35,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"DBDCD8FD04DB4B8087587E06517440BB","D03","OSBS",,"41.1.1",29.722601,-81.985522,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","standingDead",95,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"C17A8E8376A94C05A4EAE31AA9FB88D7","D03","OSBS",,"41.1.1",29.722601,-81.985522,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","litter",5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"80F7B7706C3F4820993A8E9FC3A72E9F","D03","OSBS",,"41.4.1",29.722678,-81.985428,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","litter",10,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"9618AC42CB3F464CB8127650132D6B60","D03","OSBS",,"41.4.1",29.722678,-81.985428,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","standingDead",100,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"2DDFD312118C48529B526EEFD808D694","D03","OSBS",,"32.2.1",29.722514,-81.985431,"WGS84",0.4,"2014-04-01",1,"DIV.OSBS.2014.1","Y","wood",2,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"A221185ED27E429AACC187CDFBFD2F9D","D03","OSBS",,"32.4.1",29.722596,-81.985432,"WGS84",0.4,"2014-04-01",1,"DIV.OSBS.2014.1","Y","standingDead",3,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"DBF1A329061C443CB221257F1970885D","D03","OSBS",,"32.4.1",29.722596,-81.985432,"WGS84",0.4,"2014-04-01",1,"DIV.OSBS.2014.1","Y","litter",95,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"57DB9F40A5724156AA03D1A187C2101D","D03","OSBS",,"40.1.1",29.722605,-81.985618,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","litter",60,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"A5234723F1074FB6911EE9720BCA9E2C","D03","OSBS",,"40.3.1",29.722687,-81.985619,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","litter",42,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"2BBE0671569645AFAB166A4D3D216842","D03","OSBS",,"32.2.1",29.722514,-81.985431,"WGS84",0.4,"2014-04-01",1,"DIV.OSBS.2014.1","Y","overstory",45,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"C7C8D647D83544FEBCC11B5C16DEC2CF","D03","OSBS",,"32.2.1",29.722514,-81.985431,"WGS84",0.4,"2014-04-01",1,"DIV.OSBS.2014.1","Y","standingDead",11,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"CC54A0AE9E604A64AE7A99ACC8E1076E","D03","OSBS",,"32.2.1",29.722514,-81.985431,"WGS84",0.4,"2014-04-01",1,"DIV.OSBS.2014.1","Y","soil",3,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"4184F89CDE87458FAB95F370E217D3C0","D03","OSBS",,"32.2.1",29.722514,-81.985431,"WGS84",0.4,"2014-04-01",1,"DIV.OSBS.2014.1","Y","litter",77,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"5ADB911EAA9D4480961EBE3932D51512","D03","OSBS",,"31.1.1",29.722523,-81.985631,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","standingDead",20,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"443E4D6F4A4B42158CDE2EBFF0CAB150","D03","OSBS",,"31.4.1",29.722592,-81.985532,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","litter",80,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"4CD529B1F75F4B43B43777BB2AD03AD1","D03","OSBS",,"31.4.1",29.722592,-81.985532,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","standingDead",25,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"0241BB3749E2440482B4A6BF328395E2","D03","OSBS",,"40.1.1",29.722605,-81.985618,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","standingDead",40,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"920C7C001F5947B5A5C035B7DA48AF76","D03","OSBS",,"32.2.1",29.722514,-81.985431,"WGS84",0.4,"2014-04-01",1,"DIV.OSBS.2014.1","Y","moss",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"F91329F389294BA691E0B3B916CBBB00","D03","OSBS",,"31.4.1",29.722592,-81.985532,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","soil",1,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"4672D8E4A4D641008A206162185AB804","D03","OSBS",,"31.1.1",29.722523,-81.985631,"WGS84",0.3,"2014-04-01",1,"DIV.OSBS.2014.1","Y","litter",100,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"9E947C245F5A4AF8B2F3FE5D2567278B","D03","OSBS",,"31.1.1",29.721437,-81.987147,"WGS84",0.4,"2014-04-02",1,"DIV.OSBS.2014.1","Y","standingDead",9,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
"B8472F7F44814B8896468EDA5158B464","D03","OSBS",,"31.1.1",29.721437,-81.987147,"WGS84",0.4,"2014-04-02",1,"DIV.OSBS.2014.1","Y","lichen",0.5,"NEON.DOC.014042","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,0
